"Name","Live Bytes","Live Objects"
"org.springframework.util.ConcurrentReferenceHashMap","2,640 B (0%)","66 (0%)"
"java.util.ResourceBundle$KeyElementReference","2,624 B (0%)","82 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","2,616 B (0%)","109 (0%)"
"java.util.regex.Pattern$GroupHead","2,616 B (0%)","109 (0%)"
"com.sun.proxy.$Proxy1","2,608 B (0%)","163 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","2,592 B (0%)","108 (0%)"
"java.rmi.MarshalledObject$MarshalledObjectInputStream","2,520 B (0%)","35 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","2,520 B (0%)","63 (0%)"
"com.sun.beans.introspect.MethodInfo","2,496 B (0%)","104 (0%)"
"org.h2.value.ValueLong","2,448 B (0%)","102 (0%)"
"org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData","2,432 B (0%)","76 (0%)"
"org.springframework.cglib.core.WeakCacheKey","2,432 B (0%)","76 (0%)"
"java.security.Permissions","2,424 B (0%)","101 (0%)"
"sun.reflect.annotation.AnnotationType","2,400 B (0%)","75 (0%)"
"org.springframework.beans.factory.support.GenericBeanDefinition","2,392 B (0%)","23 (0%)"
"org.h2.table.Column[]","2,360 B (0%)","53 (0%)"
"java.util.ArrayDeque","2,352 B (0%)","98 (0%)"
"java.util.GregorianCalendar","2,352 B (0%)","21 (0%)"
"java.security.Provider$ServiceKey","2,352 B (0%)","98 (0%)"
"java.time.format.DateTimeFormatterBuilder$NumberPrinterParser","2,336 B (0%)","73 (0%)"
"java.io.RandomAccessFile","2,304 B (0%)","72 (0%)"
"java.lang.Thread[]","2,288 B (0%)","18 (0%)"
"java.io.ObjectInputStream$ValidationList","2,288 B (0%)","143 (0%)"
"org.h2.value.ValueInt","2,272 B (0%)","142 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$1","2,240 B (0%)","35 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode","2,208 B (0%)","69 (0%)"
"com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl","2,160 B (0%)","30 (0%)"
"org.apache.catalina.util.ManifestResource","2,144 B (0%)","67 (0%)"
"org.springframework.http.HttpStatus","2,144 B (0%)","67 (0%)"
"java.security.Provider$Service","2,128 B (0%)","38 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,112 B (0%)","66 (0%)"
"org.h2.value.TypeInfo","2,080 B (0%)","52 (0%)"
"org.thymeleaf.engine.Attribute","2,064 B (0%)","43 (0%)"
"java.util.HashMap$EntrySet","2,064 B (0%)","129 (0%)"
"com.sun.proxy.$Proxy30","2,048 B (0%)","128 (0%)"
"java.lang.Character","2,048 B (0%)","128 (0%)"
"org.hibernate.engine.jdbc.Size","2,016 B (0%)","63 (0%)"
"sun.util.calendar.Gregorian$Date","2,016 B (0%)","21 (0%)"
"org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata$FactoryMetadata","1,992 B (0%)","83 (0%)"
"java.util.regex.Pattern$Branch","1,984 B (0%)","62 (0%)"
"org.hibernate.internal.CoreMessageLogger_$logger","1,968 B (0%)","123 (0%)"
"com.fasterxml.jackson.databind.type.SimpleType","1,968 B (0%)","41 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","1,968 B (0%)","41 (0%)"
"java.nio.HeapCharBuffer","1,960 B (0%)","35 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","1,952 B (0%)","122 (0%)"
"byte[][]","1,952 B (0%)","13 (0%)"
"java.text.DecimalFormatSymbols","1,936 B (0%)","22 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,920 B (0%)","60 (0%)"
"sun.reflect.generics.tree.TypeSignature[]","1,912 B (0%)","85 (0%)"
"org.springframework.boot.autoconfigure.condition.OnClassCondition","1,896 B (0%)","79 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","1,888 B (0%)","59 (0%)"
"java.lang.annotation.ElementType[]","1,872 B (0%)","70 (0%)"
"org.springframework.http.MediaType","1,824 B (0%)","76 (0%)"
"java.io.ByteArrayOutputStream","1,824 B (0%)","76 (0%)"
"java.time.format.DateTimeFormatterBuilder$DateTimePrinterParser[]","1,816 B (0%)","47 (0%)"
"java.util.regex.Pattern$Slice","1,800 B (0%)","75 (0%)"
"java.util.regex.Matcher","1,800 B (0%)","25 (0%)"
"org.apache.tomcat.util.res.StringManager$1","1,792 B (0%)","32 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeyIterator","1,792 B (0%)","32 (0%)"
"sun.reflect.generics.scope.MethodScope","1,776 B (0%)","74 (0%)"
"sun.rmi.server.MarshalOutputStream$1","1,744 B (0%)","109 (0%)"
"java.lang.module.ModuleDescriptor$Provides","1,728 B (0%)","72 (0%)"
"java.util.zip.ZipFile$Source$Key","1,704 B (0%)","71 (0%)"
"org.h2.mvstore.Chunk","1,680 B (0%)","15 (0%)"
"org.hibernate.hql.internal.ast.tree.Node","1,680 B (0%)","35 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue","1,680 B (0%)","70 (0%)"
"jdk.internal.module.SystemModuleFinders$2","1,680 B (0%)","70 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotationMap[]","1,656 B (0%)","65 (0%)"
"org.springframework.boot.autoconfigure.condition.OnBeanCondition","1,656 B (0%)","69 (0%)"
"java.util.ResourceBundle$BundleReference","1,640 B (0%)","41 (0%)"
"java.lang.ThreadLocal","1,632 B (0%)","102 (0%)"
"java.util.Hashtable","1,632 B (0%)","34 (0%)"
"java.util.concurrent.atomic.AtomicLong","1,632 B (0%)","68 (0%)"
"org.hibernate.dialect.function.StandardSQLFunction","1,608 B (0%)","67 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,600 B (0%)","40 (0%)"
"java.text.DateFormatSymbols","1,600 B (0%)","25 (0%)"
"java.util.regex.Pattern$Node[]","1,600 B (0%)","62 (0%)"
"org.thymeleaf.engine.OpenElementTag","1,584 B (0%)","33 (0%)"
"org.thymeleaf.engine.CloseElementTag","1,584 B (0%)","33 (0%)"
"java.time.temporal.ValueRange","1,584 B (0%)","33 (0%)"
"java.util.Properties","1,568 B (0%)","28 (0%)"
"org.h2.value.ValueInt[]","1,568 B (0%)","2 (0%)"
"org.springframework.expression.common.LiteralExpression","1,552 B (0%)","97 (0%)"
"org.springframework.expression.spel.standard.TokenKind","1,536 B (0%)","48 (0%)"
"org.springframework.beans.factory.support.ConstructorResolver$AutowiredArgumentMarker","1,536 B (0%)","96 (0%)"
"org.h2.mvstore.cache.CacheLongKeyLIRS$Segment","1,536 B (0%)","16 (0%)"
"com.sun.jmx.mbeanserver.NamedObject","1,536 B (0%)","64 (0%)"
"org.springframework.core.io.ClassPathResource","1,536 B (0%)","64 (0%)"
"com.fasterxml.jackson.databind.JavaType[]","1,512 B (0%)","61 (0%)"
"javax.management.MBeanPermission","1,480 B (0%)","37 (0%)"
"org.attoparser.HtmlBodyElement","1,472 B (0%)","46 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,464 B (0%)","61 (0%)"
"java.lang.module.ResolvedModule","1,464 B (0%)","61 (0%)"
"java.lang.Character$UnicodeBlock[]","1,464 B (0%)","1 (0%)"
"org.springframework.core.SerializableTypeWrapper$MethodInvokeTypeProvider","1,440 B (0%)","36 (0%)"
"org.h2.expression.ExpressionVisitor","1,440 B (0%)","30 (0%)"
"java.lang.invoke.MemberName[]","1,440 B (0%)","10 (0%)"
"sun.reflect.generics.tree.Wildcard","1,416 B (0%)","59 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","1,416 B (0%)","59 (0%)"
"java.util.PropertyResourceBundle","1,400 B (0%)","35 (0%)"
"java.time.format.DateTimeFormatter","1,400 B (0%)","35 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder","1,400 B (0%)","35 (0%)"
"java.util.IdentityHashMap","1,400 B (0%)","35 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap","1,400 B (0%)","35 (0%)"
"java.util.WeakHashMap$KeySet","1,392 B (0%)","87 (0%)"
"com.fasterxml.jackson.databind.introspect.MemberKey","1,392 B (0%)","58 (0%)"
"com.sun.beans.introspect.ClassInfo","1,376 B (0%)","43 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"java.security.BasicPermissionCollection","1,368 B (0%)","57 (0%)"
"sun.security.util.LazyCodeSourcePermissionCollection","1,368 B (0%)","57 (0%)"
"org.springframework.boot.context.properties.source.PropertyMapping[]","1,368 B (0%)","14 (0%)"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask","1,368 B (0%)","19 (0%)"
"java.beans.MethodRef","1,368 B (0%)","57 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","1,360 B (0%)","85 (0%)"
"org.hibernate.engine.internal.MutableEntityEntry","1,344 B (0%)","28 (0%)"
"java.nio.DirectByteBuffer","1,344 B (0%)","21 (0%)"
"sun.util.calendar.ZoneInfo","1,344 B (0%)","24 (0%)"
"com.sun.beans.util.Cache$CacheEntry","1,344 B (0%)","42 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl","1,312 B (0%)","41 (0%)"
"java.util.PropertyPermission","1,312 B (0%)","41 (0%)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty","1,312 B (0%)","41 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,312 B (0%)","41 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey","1,296 B (0%)","54 (0%)"
"java.util.jar.Manifest","1,296 B (0%)","54 (0%)"
"java.util.stream.ReferencePipeline$Head","1,288 B (0%)","23 (0%)"
"java.util.stream.ReferencePipeline$3","1,280 B (0%)","20 (0%)"
"java.math.BigInteger[]","1,280 B (0%)","39 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotatedClass","1,280 B (0%)","20 (0%)"
"java.text.SimpleDateFormat","1,280 B (0%)","20 (0%)"
"com.sun.proxy.$Proxy17","1,264 B (0%)","79 (0%)"
"org.springframework.beans.GenericTypeAwarePropertyDescriptor","1,248 B (0%)","13 (0%)"
"org.springframework.beans.PropertyValue","1,248 B (0%)","26 (0%)"
"java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser","1,248 B (0%)","78 (0%)"
"sun.reflect.generics.reflectiveObjects.WildcardTypeImpl","1,224 B (0%)","51 (0%)"
"org.apache.tomcat.util.http.ValuesEnumerator","1,216 B (0%)","38 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"java.math.BigDecimal","1,200 B (0%)","30 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","1,184 B (0%)","37 (0%)"
"java.lang.Integer[]","1,184 B (0%)","4 (0%)"
"org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy","1,184 B (0%)","74 (0%)"
"java.rmi.MarshalledObject","1,184 B (0%)","37 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$SetCcl","1,184 B (0%)","74 (0%)"
"org.apache.juli.logging.DirectJDKLog","1,168 B (0%)","73 (0%)"
"org.hibernate.validator.internal.metadata.raw.ConstrainedExecutable","1,152 B (0%)","24 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalFixedValueTagProcessor","1,152 B (0%)","24 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","1,128 B (0%)","47 (0%)"
"java.time.format.DateTimeFormatterBuilder$CompositePrinterParser","1,128 B (0%)","47 (0%)"
"org.springframework.core.log.CompositeLog","1,120 B (0%)","28 (0%)"
"java.nio.ByteBuffer[]","1,120 B (0%)","14 (0%)"
"org.apache.tomcat.util.modeler.NotificationInfo[]","1,120 B (0%)","70 (0%)"
"java.io.ByteArrayInputStream","1,120 B (0%)","35 (0%)"
"java.util.Optional","1,104 B (0%)","69 (0%)"
"org.apache.coyote.ActionCode","1,104 B (0%)","46 (0%)"
"java.lang.Double","1,104 B (0%)","46 (0%)"
"java.util.concurrent.atomic.LongAdder","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationParserConverter","1,088 B (0%)","34 (0%)"
"org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter","1,088 B (0%)","34 (0%)"
"org.springframework.util.MimeType","1,080 B (0%)","45 (0%)"
"sun.net.www.protocol.jar.URLJarFile","1,080 B (0%)","15 (0%)"
"org.apache.tomcat.util.modeler.BaseModelMBean","1,080 B (0%)","27 (0%)"
"java.security.Provider$UString","1,080 B (0%)","45 (0%)"
"com.sun.proxy.$Proxy0","1,072 B (0%)","67 (0%)"
"com.sun.proxy.$Proxy4","1,072 B (0%)","67 (0%)"
"java.util.jar.Attributes","1,072 B (0%)","67 (0%)"
"java.beans.MethodDescriptor","1,064 B (0%)","19 (0%)"
"java.util.regex.Pattern$BitClass","1,056 B (0%)","66 (0%)"
"java.util.StringTokenizer","1,056 B (0%)","22 (0%)"
"org.hibernate.event.service.internal.EventListenerGroupImpl","1,056 B (0%)","33 (0%)"
"org.hibernate.service.spi.ServiceBinding","1,056 B (0%)","33 (0%)"
"com.sun.proxy.$Proxy29","1,056 B (0%)","66 (0%)"
"sun.security.util.KnownOIDs[]","1,048 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator[]","1,040 B (0%)","1 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","1,040 B (0%)","26 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator[]","1,040 B (0%)","1 (0%)"
"jdk.internal.module.SystemModuleFinders$3","1,040 B (0%)","65 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"org.h2.expression.function.FunctionInfo[]","1,032 B (0%)","1 (0%)"
"java.util.regex.Pattern$Start","1,032 B (0%)","43 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","1,032 B (0%)","43 (0%)"
"java.util.regex.Pattern$$Lambda$119.0x0000000800c18f08","1,024 B (0%)","64 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,024 B (0%)","41 (0%)"
"javax.management.Attribute","1,008 B (0%)","42 (0%)"
"java.util.EnumMap","1,000 B (0%)","25 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","1,000 B (0%)","25 (0%)"
"org.springframework.format.support.FormattingConversionService$PrinterConverter","992 B (0%)","31 (0%)"
"java.util.regex.Pattern$BranchConn","992 B (0%)","62 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"org.springframework.beans.factory.config.ConstructorArgumentValues","984 B (0%)","41 (0%)"
"org.h2.mvstore.tx.Transaction","968 B (0%)","11 (0%)"
"java.util.concurrent.atomic.AtomicReference","960 B (0%)","60 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"java.io.ObjectStreamClass$FieldReflector","960 B (0%)","24 (0%)"
"org.h2.jdbc.JdbcConnection","960 B (0%)","10 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","960 B (0%)","30 (0%)"
"antlr.collections.impl.BitSet","944 B (0%)","59 (0%)"
"org.h2.index.MetaIndex","936 B (0%)","13 (0%)"
"java.security.SecureClassLoader$CodeSourceKey","928 B (0%)","58 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$178.0x0000000800c9a058","912 B (0%)","57 (0%)"
"javax.management.openmbean.ArrayType","912 B (0%)","19 (0%)"
"com.sun.proxy.$Proxy3","912 B (0%)","57 (0%)"
"com.fasterxml.jackson.databind.introspect.BasicBeanDescription","912 B (0%)","19 (0%)"
"org.springframework.core.type.StandardAnnotationMetadata","912 B (0%)","38 (0%)"
"javax.management.MBeanNotificationInfo[]","904 B (0%)","49 (0%)"
"org.hibernate.type.descriptor.sql.VarcharTypeDescriptor$2","896 B (0%)","28 (0%)"
"java.net.InetAddress$InetAddressHolder","896 B (0%)","28 (0%)"
"java.util.concurrent.locks.ReentrantLock","896 B (0%)","56 (0%)"
"com.fasterxml.jackson.databind.DeserializationFeature","896 B (0%)","28 (0%)"
"java.security.Permission[]","888 B (0%)","37 (0%)"
"com.sun.org.apache.xerces.internal.util.XMLStringBuffer","888 B (0%)","37 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$6","888 B (0%)","37 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$7","888 B (0%)","37 (0%)"
"java.security.Permissions$1","888 B (0%)","37 (0%)"
"java.security.PermissionsHash","888 B (0%)","37 (0%)"
"org.apache.tomcat.util.http.MimeHeaderField","888 B (0%)","37 (0%)"
"org.h2.result.LocalResultImpl","880 B (0%)","10 (0%)"
"java.io.StringReader","880 B (0%)","22 (0%)"
"double[]","880 B (0%)","8 (0%)"
"java.util.concurrent.atomic.AtomicInteger","864 B (0%)","54 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType","864 B (0%)","27 (0%)"
"com.sun.org.apache.xerces.internal.util.SymbolTable$Entry","864 B (0%)","36 (0%)"
"java.lang.management.ManagementPermission","864 B (0%)","36 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl","864 B (0%)","27 (0%)"
"org.springframework.data.repository.query.parser.Part$Type","864 B (0%)","27 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync","864 B (0%)","18 (0%)"
"org.hibernate.event.spi.EventType","864 B (0%)","36 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","840 B (0%)","21 (0%)"
"javax.management.MBeanConstructorInfo[]","840 B (0%)","49 (0%)"
"java.text.DigitList","840 B (0%)","21 (0%)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","840 B (0%)","15 (0%)"
"org.attoparser.HtmlBodyBlockElement","832 B (0%)","26 (0%)"
"com.fasterxml.jackson.databind.MapperFeature","832 B (0%)","26 (0%)"
"com.fasterxml.jackson.databind.type.TypeBindings","832 B (0%)","26 (0%)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","832 B (0%)","26 (0%)"
"java.sql.Statement[]","800 B (0%)","10 (0%)"
"org.hibernate.internal.SessionImpl","800 B (0%)","5 (0%)"
"com.zaxxer.hikari.util.ConcurrentBag$IConcurrentBagEntry[]","800 B (0%)","10 (0%)"
"org.h2.command.dml.Call","792 B (0%)","11 (0%)"
"sun.nio.ch.SocketChannelImpl","784 B (0%)","7 (0%)"
"org.apache.catalina.mapper.MappingData","768 B (0%)","12 (0%)"
"org.h2.mvstore.cache.CacheLongKeyLIRS$Entry[]","768 B (0%)","16 (0%)"
"org.apache.tomcat.util.res.StringManager","768 B (0%)","32 (0%)"
"org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor","768 B (0%)","12 (0%)"
"com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute","768 B (0%)","16 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Size","768 B (0%)","32 (0%)"
"java.util.concurrent.ThreadPoolExecutor$Worker","768 B (0%)","16 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0%)","32 (0%)"
"java.util.Collections$SingletonSet","768 B (0%)","48 (0%)"
"org.springframework.format.support.FormattingConversionService$ParserConverter","744 B (0%)","31 (0%)"
"com.sun.org.apache.xerces.internal.xni.XMLString","744 B (0%)","31 (0%)"
"com.fasterxml.jackson.databind.SerializationFeature","736 B (0%)","23 (0%)"
"com.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket","736 B (0%)","23 (0%)"
"java.util.ImmutableCollections$ListN","736 B (0%)","46 (0%)"
"com.fasterxml.jackson.databind.util.TypeKey","736 B (0%)","23 (0%)"
"javax.management.openmbean.CompositeType","728 B (0%)","13 (0%)"
"com.fasterxml.jackson.databind.type.CollectionType","728 B (0%)","13 (0%)"
"org.springframework.web.method.HandlerMethod","728 B (0%)","13 (0%)"
"com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl","720 B (0%)","6 (0%)"
"com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[]","720 B (0%)","5 (0%)"
"org.h2.mvstore.MVMap","720 B (0%)","10 (0%)"
"org.springframework.web.context.request.ServletWebRequest","720 B (0%)","18 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$OfNonGenericType$ForLoadedType","720 B (0%)","30 (0%)"
"com.fasterxml.jackson.core.json.JsonWriteContext","720 B (0%)","15 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaXSimpleType","704 B (0%)","22 (0%)"
"org.thymeleaf.engine.XMLAttributeName","704 B (0%)","22 (0%)"
"com.sun.proxy.$Proxy33","704 B (0%)","44 (0%)"
"int[][]","704 B (0%)","10 (0%)"
"org.h2.expression.aggregate.AggregateType","696 B (0%)","29 (0%)"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject","696 B (0%)","29 (0%)"
"sun.security.provider.PolicyFile$PolicyEntry","696 B (0%)","29 (0%)"
"org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap$Key","680 B (0%)","17 (0%)"
"org.hibernate.engine.spi.EntityKey","672 B (0%)","28 (0%)"
"java.lang.invoke.Invokers","672 B (0%)","28 (0%)"
"java.util.regex.Pattern$Curly","672 B (0%)","21 (0%)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","672 B (0%)","28 (0%)"
"org.h2.engine.Mode","648 B (0%)","9 (0%)"
"org.h2.command.dml.Select","648 B (0%)","3 (0%)"
"org.h2.util.SmallLRUCache","640 B (0%)","10 (0%)"
"org.h2.message.Trace","640 B (0%)","20 (0%)"
"java.util.stream.Collectors$CollectorImpl","640 B (0%)","20 (0%)"
"org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Segment[]","640 B (0%)","8 (0%)"
"org.h2.value.ValueArray","640 B (0%)","20 (0%)"
"java.util.stream.ReduceOps$3ReducingSink","640 B (0%)","20 (0%)"
"java.util.HashMap$EntryIterator","640 B (0%)","16 (0%)"
"org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller$RunnableRemove","640 B (0%)","20 (0%)"
"com.sun.jmx.mbeanserver.PerInterface","640 B (0%)","16 (0%)"
"org.springframework.beans.factory.support.DisposableBeanAdapter","640 B (0%)","16 (0%)"
"java.util.LinkedHashMap$LinkedEntryIterator","640 B (0%)","20 (0%)"
"java.util.stream.ReduceOps$3","640 B (0%)","20 (0%)"
"org.springframework.util.LinkedCaseInsensitiveMap$EntrySetIterator","640 B (0%)","20 (0%)"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType","640 B (0%)","16 (0%)"
"org.h2.command.CommandContainer","640 B (0%)","16 (0%)"
"java.lang.invoke.LambdaForm[]","624 B (0%)","3 (0%)"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet","624 B (0%)","39 (0%)"
"java.security.SecurityPermission","624 B (0%)","26 (0%)"
"java.util.regex.Pattern$SliceI","624 B (0%)","26 (0%)"
"org.h2.expression.ExpressionColumn","624 B (0%)","13 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","624 B (0%)","13 (0%)"
"org.h2.table.IndexColumn","624 B (0%)","26 (0%)"
"org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter","624 B (0%)","26 (0%)"
