"Name","Total Time","Total Time (CPU)","Hits"
"                                             org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","179 ms (-0%)","179 ms (-0%)","1"
"                                              org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","179 ms (-0%)","179 ms (-0%)","1"
"                                               org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                 org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                  org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                   java.lang.reflect.Method.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                    jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                     jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                      jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                       com.example.springbootvvs.InstrumentsController.getAll ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                        com.sun.proxy.$Proxy81.findAll ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                         org.springframework.aop.framework.JdkDynamicAopProxy.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                          org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                           org.springframework.data.repository.core.support.SurroundingTransactionDetectorMethodInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                            org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                             org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                              org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                               org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$ExposeRepositoryInvocationInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                 org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                  org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                   org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                    org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                     org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                      org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                       org.springframework.transaction.interceptor.TransactionInterceptor$$Lambda$857.0x00000008011ea898.proceedWithInvocation ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                        org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                         org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                          org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                           org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                            org.springframework.data.repository.util.QueryExecutionConverters$$Lambda$859.0x00000008011ed490.apply ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                             org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor$$Lambda$860.0x00000008011ed6a8.get ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                              org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor.lambda$invoke$3 ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                               org.springframework.data.repository.core.support.RepositoryFactorySupport$QueryExecutorMethodInterceptor.doInvoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                 org.springframework.data.repository.core.support.RepositoryFactorySupport$ImplementationMethodExecutionInterceptor.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                  org.springframework.data.repository.core.support.RepositoryComposition.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                   org.springframework.data.repository.core.support.RepositoryComposition$RepositoryFragments.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                    java.lang.reflect.Method.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                     jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                      jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                       jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                        org.springframework.data.jpa.repository.support.SimpleJpaRepository.findAll ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                         org.springframework.data.jpa.repository.support.SimpleJpaRepository.getQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                          org.springframework.data.jpa.repository.support.SimpleJpaRepository.getQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                           com.sun.proxy.$Proxy79.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                            org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                             java.lang.reflect.Method.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                              jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                               jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                 com.sun.proxy.$Proxy79.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                  org.springframework.orm.jpa.ExtendedEntityManagerCreator$ExtendedEntityManagerInvocationHandler.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                   java.lang.reflect.Method.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                    jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                     jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                      jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                       org.hibernate.internal.SessionImpl.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                        org.hibernate.internal.SessionImpl.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                         org.hibernate.query.criteria.internal.compile.CriteriaCompiler.compile ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                          org.hibernate.query.criteria.internal.CriteriaQueryImpl$1.buildCompiledQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                           org.hibernate.internal.SessionImpl.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                            org.hibernate.internal.AbstractSharedSessionContract.createQuery ()","179 ms (-0%)","179 ms (-0%)","1"
"                                                                                                             org.hibernate.internal.AbstractSharedSessionContract.getQueryPlan ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                              org.hibernate.engine.query.spi.QueryPlanCache.getHQLQueryPlan ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                               org.hibernate.engine.query.spi.HQLQueryPlan.<init> ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                org.hibernate.engine.query.spi.HQLQueryPlan.<init> ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                 org.hibernate.hql.internal.ast.QueryTranslatorImpl.compile ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                  org.hibernate.hql.internal.ast.QueryTranslatorImpl.doCompile ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                   org.hibernate.hql.internal.ast.QueryTranslatorImpl.analyze ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                    org.hibernate.hql.internal.antlr.HqlSqlBaseWalker.statement ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                     org.hibernate.hql.internal.antlr.HqlSqlBaseWalker.selectStatement ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                      org.hibernate.hql.internal.antlr.HqlSqlBaseWalker.query ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                       org.hibernate.hql.internal.antlr.HqlSqlBaseWalker.fromClause ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                        antlr.ASTFactory.create ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                         antlr.ASTFactory.create ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                          org.hibernate.hql.internal.ast.SqlASTFactory.create ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                           java.lang.Class.newInstance ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                            jdk.internal.reflect.ReflectionFactory.newInstance ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                             java.lang.reflect.ReflectAccess.newInstance ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                              java.lang.reflect.Constructor.newInstanceWithCaller ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                               jdk.internal.reflect.DelegatingConstructorAccessorImpl.newInstance ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                                jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                                 jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0[native] ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                                  org.hibernate.hql.internal.ast.tree.FromClause.<clinit> ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                                   java.lang.ClassLoader.loadClass ()","91.7 ms (-0%)","91.7 ms (-0%)","1"
"                                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             java.lang.ClassLoader.loadClass ()","87.8 ms (-0%)","87.8 ms (-0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-6","158,699 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-7","158,699 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-8","158,699 ms (-0%)","114 ms (-0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","114 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","114 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","114 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","114 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,585 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,585 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,585 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,585 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","114 ms (-0%)","114 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","114 ms (-0%)","114 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","114 ms (-0%)","114 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","114 ms (-0%)","114 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","114 ms (-0%)","114 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","114 ms (-0%)","114 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","114 ms (-0%)","114 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","114 ms (-0%)","114 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","114 ms (-0%)","114 ms (-0%)","1"
"              org.apache.catalina.core.StandardHostValve.status ()","114 ms (-0%)","114 ms (-0%)","1"
"               org.apache.catalina.connector.Response.finishResponse ()","114 ms (-0%)","114 ms (-0%)","1"
"                org.apache.catalina.connector.OutputBuffer.close ()","114 ms (-0%)","114 ms (-0%)","1"
"                 org.apache.coyote.Response.action ()","114 ms (-0%)","114 ms (-0%)","1"
"                  org.apache.coyote.AbstractProcessor.action ()","114 ms (-0%)","114 ms (-0%)","1"
"                   org.apache.coyote.http11.Http11Processor.finishResponse ()","114 ms (-0%)","114 ms (-0%)","1"
"                    org.apache.coyote.http11.Http11OutputBuffer.end ()","114 ms (-0%)","114 ms (-0%)","1"
"                     org.apache.coyote.http11.filters.ChunkedOutputFilter.end ()","114 ms (-0%)","114 ms (-0%)","1"
"                      org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer.end ()","114 ms (-0%)","114 ms (-0%)","1"
"                       org.apache.tomcat.util.net.SocketWrapperBase.flush ()","114 ms (-0%)","114 ms (-0%)","1"
"                        org.apache.tomcat.util.net.SocketWrapperBase.flushBlocking ()","114 ms (-0%)","114 ms (-0%)","1"
"                         org.apache.tomcat.util.net.SocketWrapperBase.doWrite ()","114 ms (-0%)","114 ms (-0%)","1"
"                          org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.doWrite ()","114 ms (-0%)","114 ms (-0%)","1"
"                           org.apache.tomcat.util.net.NioSelectorPool.write ()","114 ms (-0%)","114 ms (-0%)","1"
"                            org.apache.tomcat.util.net.NioBlockingSelector.write ()","114 ms (-0%)","114 ms (-0%)","1"
"                             org.apache.tomcat.util.net.NioChannel.write ()","114 ms (-0%)","114 ms (-0%)","1"
"                              sun.nio.ch.SocketChannelImpl.write ()","114 ms (-0%)","114 ms (-0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
